NO_OF_FRAMES	7383
NO_OF_CAMERAS	14
NO_OF_MARKERS	0
FREQUENCY	25
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
6272	250.84000	
6273	250.88000	
6274	250.92000	
6275	250.96000	
6276	251.00000	
6277	251.04000	
6278	251.08000	
6279	251.12000	
6280	251.16000	
6281	251.20000	
6282	251.24000	
6283	251.28000	
6284	251.32000	
6285	251.36000	
6286	251.40000	
6287	251.44000	
6288	251.48000	
6289	251.52000	
6290	251.56000	
6291	251.60000	
6292	251.64000	
6293	251.68000	
6294	251.72000	
6295	251.76000	
6296	251.80000	
6297	251.84000	
6298	251.88000	
6299	251.92000	
6300	251.96000	
6301	252.00000	
6302	252.04000	
6303	252.08000	
6304	252.12000	
6305	252.16000	
6306	252.20000	
6307	252.24000	
6308	252.28000	
6309	252.32000	
6310	252.36000	
6311	252.40000	
6312	252.44000	
6313	252.48000	
6314	252.52000	
6315	252.56000	
6316	252.60000	
6317	252.64000	
6318	252.68000	
6319	252.72000	
6320	252.76000	
6321	252.80000	
6322	252.84000	
6323	252.88000	
6324	252.92000	
6325	252.96000	
6326	253.00000	
6327	253.04000	
6328	253.08000	
6329	253.12000	
6330	253.16000	
6331	253.20000	
6332	253.24000	
6333	253.28000	
6334	253.32000	
6335	253.36000	
6336	253.40000	
6337	253.44000	
6338	253.48000	
6339	253.52000	
6340	253.56000	
6341	253.60000	
6342	253.64000	
6343	253.68000	
6344	253.72000	
6345	253.76000	
6346	253.80000	
6347	253.84000	
6348	253.88000	
6349	253.92000	
6350	253.96000	
6351	254.00000	
6352	254.04000	
6353	254.08000	
6354	254.12000	
6355	254.16000	
6356	254.20000	
6357	254.24000	
6358	254.28000	
6359	254.32000	
6360	254.36000	
6361	254.40000	
6362	254.44000	
6363	254.48000	
6364	254.52000	
6365	254.56000	
6366	254.60000	
6367	254.64000	
6368	254.68000	
6369	254.72000	
6370	254.76000	
6371	254.80000	
6372	254.84000	
6373	254.88000	
6374	254.92000	
6375	254.96000	
6376	255.00000	
6377	255.04000	
6378	255.08000	
6379	255.12000	
6380	255.16000	
6381	255.20000	
6382	255.24000	
6383	255.28000	
6384	255.32000	
6385	255.36000	
6386	255.40000	
6387	255.44000	
6388	255.48000	
6389	255.52000	
6390	255.56000	
6391	255.60000	
6392	255.64000	
6393	255.68000	
6394	255.72000	
6395	255.76000	
6396	255.80000	
6397	255.84000	
6398	255.88000	
6399	255.92000	
6400	255.96000	
6401	256.00000	
6402	256.04000	
6403	256.08000	
6404	256.12000	
6405	256.16000	
6406	256.20000	
6407	256.24000	
6408	256.28000	
6409	256.32000	
6410	256.36000	
6411	256.40000	
6412	256.44000	
6413	256.48000	
6414	256.52000	
6415	256.56000	
6416	256.60000	
6417	256.64000	
6418	256.68000	
6419	256.72000	
6420	256.76000	
6421	256.80000	
6422	256.84000	
6423	256.88000	
6424	256.92000	
6425	256.96000	
6426	257.00000	
6427	257.04000	
6428	257.08000	
6429	257.12000	
6430	257.16000	
6431	257.20000	
6432	257.24000	
6433	257.28000	
6434	257.32000	
6435	257.36000	
6436	257.40000	
6437	257.44000	
6438	257.48000	
6439	257.52000	
6440	257.56000	
6441	257.60000	
6442	257.64000	
6443	257.68000	
6444	257.72000	
6445	257.76000	
6446	257.80000	
6447	257.84000	
6448	257.88000	
6449	257.92000	
6450	257.96000	
6451	258.00000	
6452	258.04000	
6453	258.08000	
6454	258.12000	
6455	258.16000	
6456	258.20000	
6457	258.24000	
6458	258.28000	
6459	258.32000	
6460	258.36000	
6461	258.40000	
6462	258.44000	
6463	258.48000	
6464	258.52000	
6465	258.56000	
6466	258.60000	
6467	258.64000	
6468	258.68000	
6469	258.72000	
6470	258.76000	
6471	258.80000	
6472	258.84000	
6473	258.88000	
6474	258.92000	
6475	258.96000	
6476	259.00000	
6477	259.04000	
6478	259.08000	
6479	259.12000	
6480	259.16000	
6481	259.20000	
6482	259.24000	
6483	259.28000	
6484	259.32000	
6485	259.36000	
6486	259.40000	
6487	259.44000	
6488	259.48000	
6489	259.52000	
6490	259.56000	
6491	259.60000	
6492	259.64000	
6493	259.68000	
6494	259.72000	
6495	259.76000	
6496	259.80000	
6497	259.84000	
6498	259.88000	
6499	259.92000	
6500	259.96000	
6501	260.00000	
6502	260.04000	
6503	260.08000	
6504	260.12000	
6505	260.16000	
6506	260.20000	
6507	260.24000	
6508	260.28000	
6509	260.32000	
6510	260.36000	
6511	260.40000	
6512	260.44000	
6513	260.48000	
6514	260.52000	
6515	260.56000	
6516	260.60000	
6517	260.64000	
6518	260.68000	
6519	260.72000	
6520	260.76000	
6521	260.80000	
6522	260.84000	
6523	260.88000	
6524	260.92000	
6525	260.96000	
6526	261.00000	
6527	261.04000	
6528	261.08000	
6529	261.12000	
6530	261.16000	
6531	261.20000	
6532	261.24000	
6533	261.28000	
6534	261.32000	
6535	261.36000	
6536	261.40000	
6537	261.44000	
6538	261.48000	
6539	261.52000	
6540	261.56000	
6541	261.60000	
6542	261.64000	
6543	261.68000	
6544	261.72000	
6545	261.76000	
6546	261.80000	
6547	261.84000	
6548	261.88000	
6549	261.92000	
6550	261.96000	
6551	262.00000	
6552	262.04000	
6553	262.08000	
6554	262.12000	
6555	262.16000	
6556	262.20000	
6557	262.24000	
6558	262.28000	
6559	262.32000	
6560	262.36000	
6561	262.40000	
6562	262.44000	
6563	262.48000	
6564	262.52000	
6565	262.56000	
6566	262.60000	
6567	262.64000	
6568	262.68000	
6569	262.72000	
6570	262.76000	
6571	262.80000	
6572	262.84000	
6573	262.88000	
6574	262.92000	
6575	262.96000	
6576	263.00000	
6577	263.04000	
6578	263.08000	
6579	263.12000	
6580	263.16000	
6581	263.20000	
6582	263.24000	
6583	263.28000	
6584	263.32000	
6585	263.36000	
6586	263.40000	
6587	263.44000	
6588	263.48000	
6589	263.52000	
6590	263.56000	
6591	263.60000	
6592	263.64000	
6593	263.68000	
6594	263.72000	
6595	263.76000	
6596	263.80000	
6597	263.84000	
6598	263.88000	
6599	263.92000	
6600	263.96000	
6601	264.00000	
6602	264.04000	
6603	264.08000	
6604	264.12000	
6605	264.16000	
6606	264.20000	
6607	264.24000	
6608	264.28000	
6609	264.32000	
6610	264.36000	
6611	264.40000	
6612	264.44000	
6613	264.48000	
6614	264.52000	
6615	264.56000	
6616	264.60000	
6617	264.64000	
6618	264.68000	
6619	264.72000	
6620	264.76000	
6621	264.80000	
6622	264.84000	
6623	264.88000	
6624	264.92000	
6625	264.96000	
6626	265.00000	
6627	265.04000	
6628	265.08000	
6629	265.12000	
6630	265.16000	
6631	265.20000	
6632	265.24000	
6633	265.28000	
6634	265.32000	
6635	265.36000	
6636	265.40000	
6637	265.44000	
6638	265.48000	
6639	265.52000	
6640	265.56000	
6641	265.60000	
6642	265.64000	
6643	265.68000	
6644	265.72000	
6645	265.76000	
6646	265.80000	
6647	265.84000	
6648	265.88000	
6649	265.92000	
6650	265.96000	
6651	266.00000	
6652	266.04000	
6653	266.08000	
6654	266.12000	
6655	266.16000	
6656	266.20000	
6657	266.24000	
6658	266.28000	
6659	266.32000	
6660	266.36000	
6661	266.40000	
6662	266.44000	
6663	266.48000	
6664	266.52000	
6665	266.56000	
6666	266.60000	
6667	266.64000	
6668	266.68000	
6669	266.72000	
6670	266.76000	
6671	266.80000	
6672	266.84000	
6673	266.88000	
6674	266.92000	
6675	266.96000	
6676	267.00000	
6677	267.04000	
6678	267.08000	
6679	267.12000	
6680	267.16000	
6681	267.20000	
6682	267.24000	
6683	267.28000	
6684	267.32000	
6685	267.36000	
6686	267.40000	
6687	267.44000	
6688	267.48000	
6689	267.52000	
6690	267.56000	
6691	267.60000	
6692	267.64000	
6693	267.68000	
6694	267.72000	
6695	267.76000	
6696	267.80000	
6697	267.84000	
6698	267.88000	
6699	267.92000	
6700	267.96000	
6701	268.00000	
6702	268.04000	
6703	268.08000	
6704	268.12000	
6705	268.16000	
6706	268.20000	
6707	268.24000	
6708	268.28000	
6709	268.32000	
6710	268.36000	
6711	268.40000	
6712	268.44000	
6713	268.48000	
6714	268.52000	
6715	268.56000	
6716	268.60000	
6717	268.64000	
6718	268.68000	
6719	268.72000	
6720	268.76000	
6721	268.80000	
6722	268.84000	
6723	268.88000	
6724	268.92000	
6725	268.96000	
6726	269.00000	
6727	269.04000	
6728	269.08000	
6729	269.12000	
6730	269.16000	
6731	269.20000	
6732	269.24000	
6733	269.28000	
6734	269.32000	
6735	269.36000	
6736	269.40000	
6737	269.44000	
6738	269.48000	
6739	269.52000	
6740	269.56000	
6741	269.60000	
6742	269.64000	
6743	269.68000	
6744	269.72000	
6745	269.76000	
6746	269.80000	
6747	269.84000	
6748	269.88000	
6749	269.92000	
6750	269.96000	
6751	270.00000	
6752	270.04000	
6753	270.08000	
6754	270.12000	
6755	270.16000	
6756	270.20000	
6757	270.24000	
6758	270.28000	
6759	270.32000	
6760	270.36000	
6761	270.40000	
6762	270.44000	
6763	270.48000	
6764	270.52000	
6765	270.56000	
6766	270.60000	
6767	270.64000	
6768	270.68000	
6769	270.72000	
6770	270.76000	
6771	270.80000	
6772	270.84000	
6773	270.88000	
6774	270.92000	
6775	270.96000	
6776	271.00000	
6777	271.04000	
6778	271.08000	
6779	271.12000	
6780	271.16000	
6781	271.20000	
6782	271.24000	
6783	271.28000	
6784	271.32000	
6785	271.36000	
6786	271.40000	
6787	271.44000	
6788	271.48000	
6789	271.52000	
6790	271.56000	
6791	271.60000	
6792	271.64000	
6793	271.68000	
6794	271.72000	
6795	271.76000	
6796	271.80000	
6797	271.84000	
6798	271.88000	
6799	271.92000	
6800	271.96000	
6801	272.00000	
6802	272.04000	
6803	272.08000	
6804	272.12000	
6805	272.16000	
6806	272.20000	
6807	272.24000	
6808	272.28000	
6809	272.32000	
6810	272.36000	
6811	272.40000	
6812	272.44000	
6813	272.48000	
6814	272.52000	
6815	272.56000	
6816	272.60000	
6817	272.64000	
6818	272.68000	
6819	272.72000	
6820	272.76000	
6821	272.80000	
6822	272.84000	
6823	272.88000	
6824	272.92000	
6825	272.96000	
6826	273.00000	
6827	273.04000	
6828	273.08000	
6829	273.12000	
6830	273.16000	
6831	273.20000	
6832	273.24000	
6833	273.28000	
6834	273.32000	
6835	273.36000	
6836	273.40000	
6837	273.44000	
6838	273.48000	
6839	273.52000	
6840	273.56000	
6841	273.60000	
6842	273.64000	
6843	273.68000	
6844	273.72000	
6845	273.76000	
6846	273.80000	
6847	273.84000	
6848	273.88000	
6849	273.92000	
6850	273.96000	
6851	274.00000	
6852	274.04000	
6853	274.08000	
6854	274.12000	
6855	274.16000	
6856	274.20000	
6857	274.24000	
6858	274.28000	
6859	274.32000	
6860	274.36000	
6861	274.40000	
6862	274.44000	
6863	274.48000	
6864	274.52000	
6865	274.56000	
6866	274.60000	
6867	274.64000	
6868	274.68000	
6869	274.72000	
6870	274.76000	
6871	274.80000	
6872	274.84000	
6873	274.88000	
6874	274.92000	
6875	274.96000	
6876	275.00000	
6877	275.04000	
6878	275.08000	
6879	275.12000	
6880	275.16000	
6881	275.20000	
6882	275.24000	
6883	275.28000	
6884	275.32000	
6885	275.36000	
6886	275.40000	
6887	275.44000	
6888	275.48000	
6889	275.52000	
6890	275.56000	
6891	275.60000	
6892	275.64000	
6893	275.68000	
6894	275.72000	
6895	275.76000	
6896	275.80000	
6897	275.84000	
6898	275.88000	
6899	275.92000	
6900	275.96000	
6901	276.00000	
6902	276.04000	
6903	276.08000	
6904	276.12000	
6905	276.16000	
6906	276.20000	
6907	276.24000	
6908	276.28000	
6909	276.32000	
6910	276.36000	
6911	276.40000	
6912	276.44000	
6913	276.48000	
6914	276.52000	
6915	276.56000	
6916	276.60000	
6917	276.64000	
6918	276.68000	
6919	276.72000	
6920	276.76000	
6921	276.80000	
6922	276.84000	
6923	276.88000	
6924	276.92000	
6925	276.96000	
6926	277.00000	
6927	277.04000	
6928	277.08000	
6929	277.12000	
6930	277.16000	
6931	277.20000	
6932	277.24000	
6933	277.28000	
6934	277.32000	
6935	277.36000	
6936	277.40000	
6937	277.44000	
6938	277.48000	
6939	277.52000	
6940	277.56000	
6941	277.60000	
6942	277.64000	
6943	277.68000	
6944	277.72000	
6945	277.76000	
6946	277.80000	
6947	277.84000	
6948	277.88000	
6949	277.92000	
6950	277.96000	
6951	278.00000	
6952	278.04000	
6953	278.08000	
6954	278.12000	
6955	278.16000	
6956	278.20000	
6957	278.24000	
6958	278.28000	
6959	278.32000	
6960	278.36000	
6961	278.40000	
6962	278.44000	
6963	278.48000	
6964	278.52000	
6965	278.56000	
6966	278.60000	
6967	278.64000	
6968	278.68000	
6969	278.72000	
6970	278.76000	
6971	278.80000	
6972	278.84000	
6973	278.88000	
6974	278.92000	
6975	278.96000	
6976	279.00000	
6977	279.04000	
6978	279.08000	
6979	279.12000	
6980	279.16000	
6981	279.20000	
6982	279.24000	
6983	279.28000	
6984	279.32000	
6985	279.36000	
6986	279.40000	
6987	279.44000	
6988	279.48000	
6989	279.52000	
6990	279.56000	
6991	279.60000	
6992	279.64000	
6993	279.68000	
6994	279.72000	
6995	279.76000	
6996	279.80000	
6997	279.84000	
6998	279.88000	
6999	279.92000	
7000	279.96000	
7001	280.00000	
7002	280.04000	
7003	280.08000	
7004	280.12000	
7005	280.16000	
7006	280.20000	
7007	280.24000	
7008	280.28000	
7009	280.32000	
7010	280.36000	
7011	280.40000	
7012	280.44000	
7013	280.48000	
7014	280.52000	
7015	280.56000	
7016	280.60000	
7017	280.64000	
7018	280.68000	
7019	280.72000	
7020	280.76000	
7021	280.80000	
7022	280.84000	
7023	280.88000	
7024	280.92000	
7025	280.96000	
7026	281.00000	
7027	281.04000	
7028	281.08000	
7029	281.12000	
7030	281.16000	
7031	281.20000	
7032	281.24000	
7033	281.28000	
7034	281.32000	
7035	281.36000	
7036	281.40000	
7037	281.44000	
7038	281.48000	
7039	281.52000	
7040	281.56000	
7041	281.60000	
7042	281.64000	
7043	281.68000	
7044	281.72000	
7045	281.76000	
7046	281.80000	
7047	281.84000	
7048	281.88000	
7049	281.92000	
7050	281.96000	
7051	282.00000	
7052	282.04000	
7053	282.08000	
7054	282.12000	
7055	282.16000	
7056	282.20000	
7057	282.24000	
7058	282.28000	
7059	282.32000	
7060	282.36000	
7061	282.40000	
7062	282.44000	
7063	282.48000	
7064	282.52000	
7065	282.56000	
7066	282.60000	
7067	282.64000	
7068	282.68000	
7069	282.72000	
7070	282.76000	
7071	282.80000	
7072	282.84000	
7073	282.88000	
7074	282.92000	
7075	282.96000	
7076	283.00000	
7077	283.04000	
7078	283.08000	
7079	283.12000	
7080	283.16000	
7081	283.20000	
7082	283.24000	
7083	283.28000	
7084	283.32000	
7085	283.36000	
7086	283.40000	
7087	283.44000	
7088	283.48000	
7089	283.52000	
7090	283.56000	
7091	283.60000	
7092	283.64000	
7093	283.68000	
7094	283.72000	
7095	283.76000	
7096	283.80000	
7097	283.84000	
7098	283.88000	
7099	283.92000	
7100	283.96000	
7101	284.00000	
7102	284.04000	
7103	284.08000	
7104	284.12000	
7105	284.16000	
7106	284.20000	
7107	284.24000	
7108	284.28000	
7109	284.32000	
7110	284.36000	
7111	284.40000	
7112	284.44000	
7113	284.48000	
7114	284.52000	
7115	284.56000	
7116	284.60000	
7117	284.64000	
7118	284.68000	
7119	284.72000	
7120	284.76000	
7121	284.80000	
7122	284.84000	
7123	284.88000	
7124	284.92000	
7125	284.96000	
7126	285.00000	
7127	285.04000	
7128	285.08000	
7129	285.12000	
7130	285.16000	
7131	285.20000	
7132	285.24000	
7133	285.28000	
7134	285.32000	
7135	285.36000	
7136	285.40000	
7137	285.44000	
7138	285.48000	
7139	285.52000	
7140	285.56000	
7141	285.60000	
7142	285.64000	
7143	285.68000	
7144	285.72000	
7145	285.76000	
7146	285.80000	
7147	285.84000	
7148	285.88000	
7149	285.92000	
7150	285.96000	
7151	286.00000	
7152	286.04000	
7153	286.08000	
7154	286.12000	
7155	286.16000	
7156	286.20000	
7157	286.24000	
7158	286.28000	
7159	286.32000	
7160	286.36000	
7161	286.40000	
7162	286.44000	
7163	286.48000	
7164	286.52000	
7165	286.56000	
7166	286.60000	
7167	286.64000	
7168	286.68000	
7169	286.72000	
7170	286.76000	
7171	286.80000	
7172	286.84000	
7173	286.88000	
7174	286.92000	
7175	286.96000	
7176	287.00000	
7177	287.04000	
7178	287.08000	
7179	287.12000	
7180	287.16000	
7181	287.20000	
7182	287.24000	
7183	287.28000	
7184	287.32000	
7185	287.36000	
7186	287.40000	
7187	287.44000	
7188	287.48000	
7189	287.52000	
7190	287.56000	
7191	287.60000	
7192	287.64000	
7193	287.68000	
7194	287.72000	
7195	287.76000	
7196	287.80000	
7197	287.84000	
7198	287.88000	
7199	287.92000	
7200	287.96000	
7201	288.00000	
7202	288.04000	
7203	288.08000	
7204	288.12000	
7205	288.16000	
7206	288.20000	
7207	288.24000	
7208	288.28000	
7209	288.32000	
7210	288.36000	
7211	288.40000	
7212	288.44000	
7213	288.48000	
7214	288.52000	
7215	288.56000	
7216	288.60000	
7217	288.64000	
7218	288.68000	
7219	288.72000	
7220	288.76000	
7221	288.80000	
7222	288.84000	
7223	288.88000	
7224	288.92000	
7225	288.96000	
7226	289.00000	
7227	289.04000	
7228	289.08000	
7229	289.12000	
7230	289.16000	
7231	289.20000	
7232	289.24000	
7233	289.28000	
7234	289.32000	
7235	289.36000	
7236	289.40000	
7237	289.44000	
7238	289.48000	
7239	289.52000	
7240	289.56000	
7241	289.60000	
7242	289.64000	
7243	289.68000	
7244	289.72000	
7245	289.76000	
7246	289.80000	
7247	289.84000	
7248	289.88000	
7249	289.92000	
7250	289.96000	
7251	290.00000	
7252	290.04000	
7253	290.08000	
7254	290.12000	
7255	290.16000	
7256	290.20000	
7257	290.24000	
7258	290.28000	
7259	290.32000	
7260	290.36000	
7261	290.40000	
7262	290.44000	
7263	290.48000	
7264	290.52000	
7265	290.56000	
7266	290.60000	
7267	290.64000	
7268	290.68000	
7269	290.72000	
7270	290.76000	
7271	290.80000	
7272	290.84000	
7273	290.88000	
7274	290.92000	
7275	290.96000	
7276	291.00000	
7277	291.04000	
7278	291.08000	
7279	291.12000	
7280	291.16000	
7281	291.20000	
7282	291.24000	
7283	291.28000	
7284	291.32000	
7285	291.36000	
7286	291.40000	
7287	291.44000	
7288	291.48000	
7289	291.52000	
7290	291.56000	
7291	291.60000	
7292	291.64000	
7293	291.68000	
7294	291.72000	
7295	291.76000	
7296	291.80000	
7297	291.84000	
7298	291.88000	
7299	291.92000	
7300	291.96000	
7301	292.00000	
7302	292.04000	
7303	292.08000	
7304	292.12000	
7305	292.16000	
7306	292.20000	
7307	292.24000	
7308	292.28000	
7309	292.32000	
7310	292.36000	
7311	292.40000	
7312	292.44000	
7313	292.48000	
7314	292.52000	
7315	292.56000	
7316	292.60000	
7317	292.64000	
7318	292.68000	
7319	292.72000	
7320	292.76000	
7321	292.80000	
7322	292.84000	
7323	292.88000	
7324	292.92000	
7325	292.96000	
7326	293.00000	
7327	293.04000	
7328	293.08000	
7329	293.12000	
7330	293.16000	
7331	293.20000	
7332	293.24000	
7333	293.28000	
7334	293.32000	
7335	293.36000	
7336	293.40000	
7337	293.44000	
7338	293.48000	
7339	293.52000	
7340	293.56000	
7341	293.60000	
7342	293.64000	
7343	293.68000	
7344	293.72000	
7345	293.76000	
7346	293.80000	
7347	293.84000	
7348	293.88000	
7349	293.92000	
7350	293.96000	
7351	294.00000	
7352	294.04000	
7353	294.08000	
7354	294.12000	
7355	294.16000	
7356	294.20000	
7357	294.24000	
7358	294.28000	
7359	294.32000	
7360	294.36000	
7361	294.40000	
7362	294.44000	
7363	294.48000	
7364	294.52000	
7365	294.56000	
7366	294.60000	
7367	294.64000	
7368	294.68000	
7369	294.72000	
7370	294.76000	
7371	294.80000	
7372	294.84000	
7373	294.88000	
7374	294.92000	
7375	294.96000	
7376	295.00000	
7377	295.04000	
7378	295.08000	
7379	295.12000	
7380	295.16000	
7381	295.20000	
7382	295.24000	
7383	295.28000	
